author,country,author_reviews_count,rating,text,date,url,timestamp
Aliya Gassanova,,,1,,2025-09-04T19:24:16.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Micaela Santos,,,1,,2025-09-02T13:46:18.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
KOROGLU osman,,,1,,2025-08-20T15:45:51.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Nathalie,,,1,,2025-09-02T14:41:35.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Aliya Gassanova,FR,1.0,1,"Expérience tres décevante au CNIT de La Défense .Une paire de baskets junior s’est anormalement usée au niveau de la semelle et le matériel dessus a jauni , impossible de retirer .Celle qui s’est présentée en tant que responsable service client avec un regard dur et sans aucun sourire me dit : vous vous rendez si tous les parents vont ramener les chaussures usées , on ne s’en sort pas »Alors que mon fils porte les produits Décathlon depuis tout petit, il a aussi la trottinette électrique décathlon, et pas que.Aucune empathie, même pas pour prendre en compte la fidélité pendant des années , ni même regarder la date d’achat .Surtout que cela arrive une première fois.C’est pas grave, on ira chez le concurrent la prochaine fois !!!",2025-09-04T19:24:16.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Nicolas F,FR,1.0,1,Le tee shirt manche longue mérinos fin comme du papier a cigarette a 53euro. Ne m'a pas fait l'année.Decathlon est devenu une grosse énorme arnaque.,2025-09-04T13:35:39.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
nek,FR,7.0,1,"je met 1 étoile en précisant que mon avis concerne uniquement les atelier decathlon (et si c'était seulement la note pour les ateliers de ma région je mettrais ZERO , c'est tout ce que ca vaut).. j'en ai fait plusieurs et je me pose beaucoup de questions devant des similitudes des réponses que l'on obtient de leur part.., incompétence totale ou politique qui vise à pousser à l'achat de matériel neuf plutot que de vraiment aider à réparer l'ancien matériel ? (matériel acheté chez decathlon , rien de bien exotique)(je précise que dans ma région , decathlon est loin d'être le seul à être concerné, je n'ai simplement pas trouvé d'atelier qui me paraisse 100% clair sur ce genre de pratiques, j'ai des ""anecdotes"" qui concerne 80% des ateliers de ma région, les 20% restant je ne cherche même plus à perdre de temps à aller les voir, j'apprends à entretenir mon vélo seul , c'est tout ce qu'ils ont récoltés )... concernant décathlon , je donne 2 exemples récents : je ramene un vélo pour un probleme de frottement du dérailleur avant quand on appuie fort à la relance (quelque soit le reglage des butees et de la tension du cable etc) , que se passe t 'il sur le devis décrivant la réparation ? en petit caractères on transforme le mot ""frottement"" en ""craquement"" et on me change une piece qui n'a rien a voir avec le probleme , et bien sur le probleme persiste (obligé de faire 3 aller retour , pour leur mettre le doigt sur le probleme , la premiere fois ils me font comprendre qu'ils ont compris , puis au fur et à mesure ils ne voient plus le probleme, et ca devient moi le probleme.., soit disant on est pas censé appuyer sur la pédale aussi fort pour relancer etc , des explications les plus tirées par les cheveux les unes que les autres , ils ne doutent de rien et sont capables de s'y mettre à plusieurs pour essayer de vous faire douter...) au final j'ai changé moi même le modèle de pédalier pour un boitier de pédalier plus rigide (hollowtech2 vs axe carré) et j'ai solutionné le probleme , à aucun moment les ateliers n'ont été capables de proposer cette solution (peut etre parce que cela questionnait surtout la conception de base du vélo j'imagine...)Une autre fois je ramène une roue, de vélo acheté d'occasion , roue vendue sur un vélo decathlon donc.. sauf que la personne qui m'a vendu la roue avait fait des modifications incompatibles, ..donc je vais chez decathlon pour qu'ils me donnent la référence d'origine de la piece qui a été modifiée (je passe sur le fait qu'ils sont incapables de répondre à cette question simple par mail et forcent à prendre un rendez vous). Et là , la seule chose qu'on me répond c'est , ""on ne peut rien faire""... une piece a priori standard vendue sur un vélo decathlon (btwin) qu'ils ont vendu il y a 8 ans, ils ne sont pas capables d'en donner la référence (sachant que c'est une piece qu'on doit trouver sur le web assez facilement, mais là aussi il m'aurait fallut un minimum d'information sur les caractéristiques de la piece d'origine) , et a aucun moment ne cherchent à trouver une solution .. devant mon incrédulité ils me répètent 4 ou 5 fois ""on ne peut rien faire"" sans autre précision .. et là aussi je passe sur le ton condescendant malgré ma demande simplissime , je demandais juste une référence , mais eux partent du principe qu'on à tort (obligé de passer 20 min à prouver que la piece n'est pas l'originale etc) et que les demandes sont faites par des gens sans connaissances et ils nous le font bien ressentir ..... le pire dans tout ca c'est que si on écrit à decathlon pour demander une référence on est redirigé vers ces mêmes ateliers , il n'y a aucun moyen apparemment d'avoir quelqu'un qui serait capable de chercher dans une base de donnée pour avoir des références de pièces détachées , ... bref ma roue est inutilisable à cause d'une petite pièce .. et ca veut se faire passer pour une entreprise ""responsable"" ... dans la réalité on est dans le greenwashing, avec cette rétention d'information pour forcer à racheter du neuf (si on m'avait donné une explication au moins à cette incapacité à trouver l'information , mais rien , juste ""on ne peut rien faire"") absurde , ahurissant, désolant , exaspérant, catastrophique , FUYEZ ces ateliers , apprenez l'entretien de base de vos vélos par vous même c'est loin d'être compliqué, les ateliers vélo ont tellement de travail apparemment qu'ils se permettent désormais de vous traiter comme des numéros sans intérêt et tant pis pour le service, le temps perdu , et les problèmes irrésolus , c'est pas leur problème , ils ont bien assez de gens à baratiner",2025-09-03T16:48:29.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Nathalie,FR,1.0,1,"La date estimée de livraison a été dépassée d' une semaine, Le défaut de commande n'a pas été justifié et a occasionné un retard conséquent sans que le suivi de commande ne soit mis à jour, il m'a fallu appeler le SAV sans avoir plus d'explication. Dommage car les produits sont de bonne qualité...",2025-09-02T14:41:35.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Micaela Santos,CH,1.0,1,"Service client horrible et impossible à naviguer. Ces bots horribles qui ne servent à rien, des échanges coupées à court par le système et une semaine pour répondre, ce qui fait que l’article souhaité n’est plus disponible",2025-09-02T13:46:18.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Stéphy,FR,4.0,4,Bonne expérience en magasin et sur l'appli.,2025-09-02T11:57:46.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
O PAI,FR,1.0,1,"Décathlon city boulevard saint germain paris :Venez faire vos achats uniquement si vous voulez être agressés à la sortie !! 2 fois que le personnel de caisse est désagréable. 2 fois que les vigiles me suivent sur le trottoir à la sortie et veulent me traîner de force à l’intérieur alors que je paie tous mes achats à la caisse automatique. S’ensuivent des échanges non courtois, des menaces, des clés de bras, des poussettes. Délit de faciès ? A la fin : pas d’excuse. Rien. Vous avez un vrai problème. Je suis un gentil mais la prochaine fois ça va pas passer.",2025-08-30T15:30:29.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Anne Briand,FR,2.0,1,La carte de fidélité qui est dérisoire ne vaut pas le coup et en plus elle est limitée dans le temps.Maintenant c'est décidé  je commande sur aliexpress ou temu et la livraison est rapide et gratuite,2025-08-28T18:50:23.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Pierre MORTREUX,FR,30.0,5,J'ai acheté tout le matériel pour préparer la rentrée au scouts de mes enfants. Il y a tout ce que je veux à un très bon prix,2025-08-28T14:40:57.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Thomas L.,FR,13.0,1,"Décathlon Original (muhahaha)ne vous y méprenez pas,1 étoile et c'est pour les rires que cela a provoqué à la maison !!Je m'explique factuellement.je suis le propriétaire de 2 VAE original 920e (un à moi , le 2e pour ma fille qui allait à l'université).Celui de ma fille a eu de très nombreux soucis ""moteur"" et d'alimentation électrique. Ce qui lui a valut plusieurs séjour à l'atelier Décathlon.En ce qui concerne le miens, le soucis es dû à un problème moteur, mais ce n'est pas la  faute de Décathlon, mais plutôt de la ville où je vis car les pistes cyclables sont en très très mauvais état et près de 18 000 Km parcouru.Ayant les 2 vélos HS et étant un brin bricoleur, je me suis lancé dans la remise en état d'un vélo en le complétant avec les pièces du second.Lors du démontage du bloc batterie pour atteindre le pièce électronique à l'intérieur, j'ai eu l'heureuse surprise de trouver 3 type de visses différentes pour le vélo de ma fille, visse noire principalement d'origine, mais aussi des visses grises claires mais surtout, UNE VISSE A BOIS !!! Alors qu'en démontant le boitier de mon vélo, je n'ai trouvé que des visses noires d'origine. Imaginez les rires en voyant une visse à bois.Ayant trouvé la cause du problème, le fameux boitier électronique, j'ai consulté le QR code apposé sur ce boitier, et encore une belle surprise, cela m'envoi sur des tuto d'utilisation d'écouteurs bluetooth BLAUPUNKT !Que de rigolade, je vais dès demain me rendre au magasin décathlon où je suis habitué afin de leur faire partager mes rigolades, je pense qu'ils vont rire JAUNE.Alors autant nous sommes toujours heureux d'une nouvelle acquisition, autant lorsque l'on creuse un peu, c'est pire que navrant.Si ce n'est pas se moquer du client ....A fuir absolument pour ce qui est des cycles de l'atelier et du SAVAlors c'est 2000 euros de perdu sauf si ils ont la possibilité de retrouver le dit boitier électronique (mais pas chez BLAUPUNKT PTDR)Mais je préfère aller payer + chère chez un concurent où un indépendant que de me refaire arnaquer de la sorte_____________________________________________________________J'ai déposé le boitier elec au SAV pour le remplacement(n'étant pas disponible à la commande sur leur site) à voir si Décathlon sera à la hauteur de la demande du client, seront ils relever le Défi ?!",2025-08-28T13:45:13.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Lionel Lartigue,FR,3.0,1,"Achat d'une douche Quechua.Suite à notre achat, l'embout de la douche nous a posé problème, suite à trois utilisations.J'ai voulu laisser un avis, car à ce jour, Decathlon ne répond pas à notre demande.L'avis sur leur site a été refusé, car soit disant ""Incohérent"".Donc je me permet de signifier notre déception concernant le produit d'une valeur de 60,00 €, mais aussi de leur SAV.Je suis toujours dans l'attente afin d'avoir une douche en état de fonctionnement pour nos road Trip.NATHALIE ET LIONEL",2025-08-27T18:35:55.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Didier Combet,FR,5.0,1,"Nul sur toute la ligne, un colis en attente depuis plusieurs, c'est honteux, terminé avec decathlon!!!",2025-08-27T12:09:03.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
client,FR,6.0,1,"J ai fait un périple à vélo et dû rentrer à cause du détailleur avant . Je dépose mon vélo à decathlon Arles. On me dit : pas de problème environ 2 à 3 jours. En vacances une semaine je reçois le message pour récupérer mon vélo. Je teste celui ci sur le parking. Les vitesses ne passent pas. Je ramène le vélo et le soit disant mécano m affirme que ça marche. Je réessaye et non toujours pas. Nous convenons de changer le dérailleur. Dans l histoire on a perdu 10 jours. Pour ce travail le vélo sera prêt d’as 48h maximum. Pas de nouvelles vendredi je vais au magasin et le pas du tout mécano me dit j ai eu du monde demain c est sûr il sera fait (samedi donc).Aujourd’hui mercredi sans nouvelles je vais au decathlon et bien sûr le vélo n a pas été réparé. J ai demandé le remboursement et sui parti avec mon vélo. Moralité, si tu veux acheter un peu moins cher, c est possible mais au niveau services, ils sont nuls. Je ne mettrais plus un pied chez decathlon. Je dois changer mon vélo N, j irai ailleurs",2025-08-27T12:05:20.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Jésus,FR,25.0,1,"Refus de reprendre un vélo électrique à 1.300euro vendu par un partenaire presque inutilisé car il i à un problème de saccade avec la batterie, alors que le vélo à été acheté sur leur site web.Des voleurs.Aucun SAV.",2025-08-26T20:54:33.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Patrick Zafran,FR,18.0,1,J’ai mis 1 étoile parce qu’on ne peut pas faire moins mais ça vaut zéroJe parle du service en ligne,2025-08-26T16:38:49.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
ERIKA DOUSSAIN,FR,12.0,1,J'ai acheté un short via le site decathlon je viens de le recevoir et franchement la qualité des détails des coutures n'est ni à faire ni à refaire pour un short à 30balles tu te dis ya une certaine qualité à avoir eh bah non apparemment.,2025-08-26T12:45:28.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
nawal nawal,FR,5.0,1,Délai de remboursement pour un retour chez sport &go long! Dernière fois pour moi!,2025-08-25T17:12:15.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
frederic vazart,FR,48.0,2,"Nouvelle pile dans un éclairage avant de vélo :  3 AAA.Inopérants. Contacts et ressorts corrodés.Roulage de nuit nécessaire sans éclairage public ponctuellement.  Photos à dispos. Me les demander, svp, via cette plateforme. Mails, ici interdits",2025-08-25T12:23:04.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Secutor,FR,11.0,1,"Acheté en ligne une powerball il y a plus de douze jours, le suivi annonce que la commande va ...bientôt lui être confiée. Service client inexistant, injoignable. Achetez sur place éventuellement mais surtout pas en ligne c'est une catastrophe. Je voulais acheter de préférence sur un site français plutôt que chez Ama...Grosse erreur!!!",2025-08-24T15:13:14.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Damien Her,FR,2.0,5,"Sav impeccable, échanges ou remboursement facile si besoin .Très bon rapport qualité prix.",2025-08-24T11:10:59.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=1,2025-09-05 18:52:00.576888
Aliya Gassanova,,,1,,2025-09-04T19:24:16.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=2,2025-09-05 18:52:11.801913
Micaela Santos,,,1,,2025-09-02T13:46:18.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=2,2025-09-05 18:52:11.801913
KOROGLU osman,,,1,,2025-08-20T15:45:51.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=2,2025-09-05 18:52:11.801913
Nathalie,,,1,,2025-09-02T14:41:35.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=2,2025-09-05 18:52:11.801913
Client MORIN . V.,FR,80.0,1,qualité du produit (basket)n'est pas là du toutrefuse les avis sur leur site internetje ne recommande pas,2025-08-24T09:32:59.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=2,2025-09-05 18:52:11.801913
P B,FR,51.0,1,"J'ai commandé sur internet, pour me faire livrer en magasin.Je me dis que les produits ne seront pas abimés car pas manipulés par les clients en magasin.Finalement on me livre un produit dégueu, taché !Comment ne pas voir une daube pareil et oser l'envoyer au client ?!",2025-08-23T02:12:12.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=2,2025-09-05 18:52:11.801913
Noure Lechemin,FR,1.0,1,"Nous avons acheté 2 velos electriques qui ont coutés 2000 € , mal conseillés , nous avons voulu les rendre ,pour acheter 2 autres qui coresspondent à nos attentes , le vendeur n'a pas voulu les reprendre , apres beacoup d' insistance , il a proposé de les reprondre à concurance de 50 % de leur valeur MAXIMUM .j'ai exprimé ma perplexité , il a dit que meme si on venait de les acheter le jour meme , ils ne auraient pas été repris pour plus .je n'ai pas accepté de perdre 1000 € voire plus en 5 semains seulement ..je me suis adressee à Dacathlon à Monaco ( fonvielle ) ils ( Valentin et Mathis) ont été tres sypmatiques , quoi que les velos n'ont pas été acheter chez eux , ils nous ont immediatement remboursé LA TOTALITE des sommes payer soit 2000 €  et en plus ils ont meme pas insisté pour qu'on ait un avoir ou pour acheter immediatement d'autres velos à la place .. par dessus tout ils sont professionnels , et bons commercants ..plus jamais nous retournerons acheter quoi que ce soit à Decathlon Lingostiere , j'irais directement à celui de Monaco ..je deconseille vivement Decathlon lingostiere",2025-08-21T20:38:55.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=2,2025-09-05 18:52:11.801913
noemie nono,FR,2.0,1,"Paddle Décathlon ,risque d’accident grave !!!Très mauvaise expérience en SAVun paddle sous garantie , utilisé moins de 10h en moins de deux ans, gonflé cet été une fois à 9h00 à l’ombre, avec la pompe Decathlon prévue à cet effet, à la pression recommandée par Décathlon, le détail est important) à 10h00 s’ouvre en deux au niveau de la couture, nous le ramenons au Décathlon de Bourgoin Jallieu de bonne foie, le jour même le 07/08/2025.On nous explique que le délais d’expertise est de deux semaines, qu’il y’a en effet eu des séries défectueuses par le passé sans rappel sur cette série (propos du vendeur devant témoin) mais aucune réponse sur la ou les solutions possibles.Appel téléphonique ce jour 18/08/25 du Decathlon de Bourgoin Jallieu, pour nous expliquer que le paddle a effectivement explosé de l’intérieur, visiblement une surpression survenue de l’intérieur probablement dû à la chaleur.On me confirme que le problème vient de l’intérieur du paddle.Je ne suis pas expert en physique mais j’ai du mal à comprendre qu’un paddle gonflé depuis une heure à 10h00 du matin, au bord du lac d’Aiguebelette, à l’ombre , peut subir une surpression telle qu’il s’ouvre en deux…En synthèse,Paddle acheté chez Décathlon bien plus chère que chez d’autres fabricants (gage de confiance) il y a moins de deux ans.Utilisé moins de dix fois, dans des conditions de pratique débutant, principalement en eau douce sur lac.Séché, conservé au sec, à l’abri du soleil.Un appel téléphonique avec aucune prise en charge, une explication absurde (j’espère que Décathlon est capable de fabriquer des matériels capables de résister aux peu de contraintes soumis dans les conditions que j’ai décrit).Aucune solution possible, aucune excuse, tout est ok pour eux.Heureusement que cela ne s’est pas produit au milieu du lac , ou avec mon enfant allongé dessus la tête proche au moment de la rupture.Mes enfants ou moi aurions pu être gravement blessé à cause de ce paddle.On parle bien de mise en danger d’autrui,Conseil :La Marque Decathlon n’est plus un gage de sécurité.Le SAV est inexistant, inutile de compter sur eux.Faites un maximum de photos pour prouver votre bonne foi, même avec Decathlon…Pour avoir testé d’autres marques de paddle n’achetez surtout pas Décathlon, même si ça paraît facile.Le 20 août rappel de décathlon pour nous dire qu’il nous échangeait contre un nouveau pack sauf que le pack est beaucoup moins cher … de même qualité et que j’ai peur que la même chose se produit avec mon enfants sur le paddle car ils n’ont pas de retour …Faites donc attention à votre sécurité avec les paddle Decathlon.",2025-08-20T20:09:55.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=2,2025-09-05 18:52:11.801913
KOROGLU osman,FR,1.0,1,"N'achetez pas de carte cadeau chez Decathlon avec  les offre soit disant de ""bon d'achat"" c'est  vissieu,Il joue avec les dates car ils affiche sur leur applicationsl' offre bien avant que ca commence ca induit en erreur car vous l'acheter pensant que c'est  valide alors que ca commence quelque jour plus tard, donc vous n' obtenez pas le bon d'achat promis car vous avez acheté avant.Il faut que Decathlon mettent la promotion sur le site a la date a la quelle ca commence autrement on ne pense pas forcément a regarder les détails.",2025-08-20T15:45:51.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=2,2025-09-05 18:52:11.801913
ASPE,FR,1.0,3,"Le pb ne concerne ni l'agence (COLOMIERS en 31) ni le personnel mais du matériel vendu avec des causes que vous ne pouvez deviner.Je suis un gros marcheur et fonctionne avec du haut de gamme dont SALOMON.C'est sur cette marque  que le pb s'est manifesté avec très rapidement voûte plantaire droite en feu - orteils(pouce et index) avec grosse douleur et certainement, douleur antalgique sur le  genou gauche.Par hasard, j'ai rencontré des collègues qui ont eu exactement le même pb avec la même marque. Il semblerait donc qu'il y ait pb lié à la chaussure elle même, un défaut de fabrication sur une série axé sur la partie gauche du côté droit.Notez que j'ai du user une douzaine de paires SALOMON sans pb jusqu'ici. En gros 4000km de marche par paire.Les vendeurs à COLOMIERS, m'ont conseillé et j'ai axé sur des chaussures de trek de marque  MERRELL.J'ai dépassé les cent km avec ces dernières et la douleur a pratiquement disparu (Voûte plantaire et orteils mais aussi genou gauche) même si par précaution, je fais faire une infiltration de SINOVIAL ONE sur le genou gauche.Quel est votre avis de techniciens?",2025-08-20T12:02:14.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=2,2025-09-05 18:52:11.801913
pascale rappolt,FR,6.0,1,"j'ai acheté des équipements (un rameur, et un vélo elliptique) chez Decathlon courant du mois de aout, une catastrophe, on avait demandé et payé la livraison dans notre appartement, des produits, le livreur est arrivé seul et a livrer en bas des escaliers refus de monter même avec l'ascenseur. résultat pas moyen de joindre DECATHLON, ni de poser un avis car tous refusés, tu m'étonnes que sur leur site il ai 4.9 sur 5. tous les avis a moins de 2 étoiles sont refusés pour motif pas conforme.donc la qualité des produits est faible, le service livraison a plus de 50 euros  inexistant.. passé votre chemin",2025-08-19T16:23:40.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=2,2025-09-05 18:52:11.801913
Fabrice Cazzola,FR,4.0,1,"Je voulais changer de chaîne et cassette sur mon vélo, suite à une panne. On me dit par téléphone de déposer le vélo 1 semaine entière et que le technicien fera d’abord un diagnostic, alors que je sais ce qu’il faut faire. Bref je renonce et j’appelle mon petit pro local qui répare en 15 mn et moins cher sans bla bla de diag",2025-08-19T12:38:36.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=2,2025-09-05 18:52:11.801913
Isabelle Sabin,FR,14.0,1,J'ai acheté un réchaud camping a décathlon qui m'a duré 1 mois je ne suis pas satisfaite de la qualité des produits vendus.,2025-08-18T21:54:40.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=2,2025-09-05 18:52:11.801913
