author,country,author_reviews_count,rating,text,date,url,timestamp
leclos de portales,FR,1.0,1,"J'ai commandé une table de tennis de table en magasin. Pas de commentaire particulier sur le table elle-même, par contre, une grosse arnaque à signaler sur le délai de livraison.Je passe la commande le vendredi 18 juillet 2025 ; on me fait choisir entre prendre en charge le lundi 21 en magasin, ou bien livraison gratuite à domicile le mercredi 23 juillet. Compte tenu de la dimension du colis, je demande la livraison à domicile. Le 21, je reçois un mail m'indiquant que ma commande est en route, avec une date de livraison estimée le mercredi 23, donc tout va bien.Le mercredi 23, je reçois un sms du livreur m'indiquant que je dois choisir la date de livraison entre plusieurs propositions : la plus proche est le mardi 29, soit 6 jours après la date promise !J'appelle le magasin qui me renvoie vers le service client. Celui-ci m'écoute poliment quand je lui dit que j'exige d'être livré avant la fin de la semaine (je recevais du monde le weekend et voulait absolument recevoir ma commande avant), et m'indique qu'il va consulter le service livraison. Je devais recevoir des nouvelles par mail. Malgré un rappel téléphonique, aucune nouvelle !Finalement, comme j'étais absent du lundi 28 au mercredi 30, j'ai demandé la livraison pour le jeudi 31. Les livreurs ont été eux très professionnels.Conclusion : si j'avais su que le délai indiqué lors de la commande était du bluff, j'aurai commandé le même produit au même prix sur internet et j'aurais reçu le colis en temps et en heure. Décathlon est un ARNAQUEUR ! C'est une pratique commerciale déloyale pour amadouer le client.A EVITER ABSOLUMENT SI ON VEUT ETRE LIVRE DANS LES DELAIS !",2025-08-05T22:47:10.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=3,2025-09-05 18:52:24.928250
Aliya Gassanova,,,1,,2025-09-04T19:24:16.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Micaela Santos,,,1,,2025-09-02T13:46:18.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
KOROGLU osman,,,1,,2025-08-20T15:45:51.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Nathalie,,,1,,2025-09-02T14:41:35.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Bruropi37,FR,2.0,1,"J’ai cassé le cadre à la hauteur du haubanmon vélo van rysel rcr d’une valeur de 5000€ sur soit disant un « écrasement » donc pas de garantie….Je m’étonne qu’une enseigne comme Décathlon ( chiffre d’affaires de 500 millions d’euros en 2024 )vendant des vélos hauts de gamme n’ai pas un sav à la hauteur , je peux même dire inexistant!Pas moyen de me trouver un cadre et surtout un délai !!!C’est se moquer du consommateur !!!Le SAV va de paire avec la vente…Extrêmement déçu….",2025-08-05T21:10:21.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Nicolas Garcia,FR,1.0,1,"⭐ 1 étoileCommande incomplète, service client silencieuxJ’ai reçu une partie de ma commande, mais un article (barre Corength 2m) ne m’a jamais été livré. Malgré plusieurs relances, aucune réponse du service client. Très déçu, je ne commanderai plus sur leur site. Dommage car les produits peuvent être bons, mais le service est totalement absent.",2025-08-04T16:35:19.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Gilles,FR,10.0,1,Cela fait des mois que j'attend un remboursement d'une carte cadeau de 80€.Le Service Client Decathlon a essayé de m'escroquer à plusieurs reprises en me disant que le virement a bien été fait pour endormir ma vigilance. Des mois plus tard l'argent n'est toujours pas sur mon compte.Je n'imagine pas le nombre de personnes moins vigilantes qu'ils arrivent à voler de cette façon.Un véritable scandale,2025-08-04T16:34:23.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Senou Ssi,FR,1.0,1,Livraison pas respecté c honteux même pas de geste commercial  a fuir decatlhon,2025-08-04T14:34:56.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
victor,FR,3.0,1,On vous force à parcourir tout le magasin avant de sortir...Je n'aime pas du tout ce genre de procédé! les prix sont pour la plupart des articles proposés peu abordables. L'accueil est le seul point positif: on est bien reçu.,2025-08-01T19:12:23.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
raynal,FR,15.0,5,"Manosque super accueil de Valentin qui nous a fait gagner un temps fou grâce a ses précieux conseils et son sourire, très professionnel je recommande",2025-08-01T10:28:51.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Thomas Gosselin,FR,2.0,1,"Commande d'un kit haltères sur le site Decathlon en ligne. Suite à mon 1er paiement, je reçois un mail d'échec de paiement et annulation de commande. Rebelote une 2ème fois. La commande est validée la 3ème fois seulement.Malgré leurs annulations, Decathlon m'envoie 2 commandes, et me débite deux fois ! Puis je découvre que les kits sont incomplets. Et le pompon, j'écris des mails et j'appelle depuis 15 jours et rien ne bouge alors que les erreurs sont entièrement de leur côté. Service client ZERO !",2025-07-31T19:58:38.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Julien,BE,3.0,1,"A evité, la plupart des produits vendu ne sont pas décathlon, il laisse une multitude de vendeurs externes et non vérifiés vendre par leur application. Aucun sérieux. Livraison dite effectué et rien reçu, jour annoncé de livraison non respecté. Et service après-vente a la ramasse. AMATEUR DE LA VENTE EN LIGNE.",2025-07-31T09:50:32.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Doudou Kes,FR,3.0,1,J ai commander des accessoires pour cet été tenté plage ....je n ai pas reçu ma commande cela fait une semaine qu'elle est bloqué chez leur transporteur en Corse. Même le service client ne répond pas aux mails ... désastreux je ne commanderai plus jamais a distance chez Decathlon ils ne sont pas sérieux,2025-07-30T13:09:27.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
VRD VRD,FR,1.0,1,"Très mauvaise expérience sur Decathlon.fr, via un revendeur de leur marketplace.J’ai commandé une paire de chaussures neuves, jamais reçue.À la place, on m’envoie une paire reconditionnée sans me prévenir.Je renvoie le colis à leurs frais, ils le reçoivent, mais aucun remboursement.Le service client Decathlon n’a rien résolu. J’ai dû passer par PayPal pour récupérer mon argent.On commande sur le site Decathlon pour la fiabilité, pas pour se faire balader entre un revendeur fantôme et un SAV impuissant.Decathlon doit assumer ses vendeurs et protéger ses clients. Une vraie honte.Pratiquement deux mois pour récupérer mon argent.",2025-07-30T00:12:00.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
PH,FR,3.0,1,"Si vous commandez chez un partenaire de Décathlon, il est impossible de bénéficier de la politique d’échange. Et bien sûr, ce n’est annoncé nulle part.",2025-07-28T11:01:26.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Jim S,FR,6.0,1,Vous voulez mettre un avis négatif sur un produit qui vous a déçu et l’avis est refusé . Bravo l’état d’esprit !,2025-07-25T17:13:48.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
jean-louis KEMPF,FR,1.0,3,"La tente a été livrée avec un défaut non reconnu par le fournisseur Star Union de Décathlon, alors que nous avions pris la peine de transmettre plusieurs photos avec la mesure dimensionnelle  du défaut ( écart de 10 cm entre le sol de tente et le terrain au niveau d'un angle)  et une mesure de niveau pour montrer l'horizontalité du sol. Ce défaut pouvait occasionner un risque de chute en entrant ou en sortant de la tente. La réactivité de leur fournisseur Star Union a été très faible, il lui fallait entre 48 h et 72h pour répondre à chaque échange, alors qu'il aurait pu considérer qu'il y avait une urgence à régler le problème en période de vacances. Après deux semaines et 4 échanges avec Décathlon, nous avons opté pour le retour. En effet, si le fournisseur ne reconnait pas l'écart avec toutes les preuves apportées, c'est que le produit n'est pas parfaitement fabriqué et qu'un échange aurait conduit probablement à nous envoyer une nouvelle tente avec le même défaut.",2025-07-25T16:06:15.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Guillaume,FR,11.0,4,Magasins toujours propres. Equipement abordable bien pensé et de qualité satisfaisante pour le prix.A améliorer: les conditions de fabrication dans les pays à bas coûts ;),2025-07-25T15:18:59.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Clément Delmare,FR,1.0,1,Decathlon refuse de me rembourser un retour malgré la bonne réception du colis (preuve Colissimo à l'appui). Triste société...,2025-07-25T12:21:52.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Axelle FRESCHI,FR,3.0,1,"Mon avis a été refusé par décathlon, apparement ils prennent que ceux qui les arrangent.J'ai acheté un VTT momabike sur le marketplace qui se désserre constamment.Je l'ai même fait resserrer chez un professionnel en pensant que c'était moi qui m'y prenait mal, mais non, dès la première bosse, le guidon part d'un côté et la roue avant de l'autre.Cela fait deux semaines que je suis en contact avec le SAV momabike, à batailler email après email pour qu'ils comprennent le problème et reprennent le velo pour que je puisse changer de marque.On dirait qu'ils font exprès de pas comprendre et de faire traîner les choses, dans l'espoir que j'abandonne, j'en ai vraiment ma claque.La prochaine fois, j'acheterais français, et surtout pas chez décathlon qui se décharge de toute responsabilité, sous prétexte que c'est juste une marketplace.Je trouve ça très malhonnête, car si je commande sur le site décathlon, c'est parce que je faisais confiance à ce magasin en cas de problème, et c'est le cas de nombreux clients j'en suis sûre.Donc momabike et la marketplace décathlon, à fuir en courant, de vrais escrocs !",2025-07-25T07:34:55.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Donia Abbassi,FR,1.0,2,"J’ai passé commande d’un vélo le dernier jour des soldes, pensant faire une bonne affaire. Le lendemain, on m’annonce qu’il est en rupture de stock… Résultat : plus de vélo et plus de soldes pour en profiter ailleurs, comme sur une offre intéressante d’Alegria que j’avais repérée. Je trouve ça vraiment frustrant : si le stock n’était pas assuré, il fallait le dire avant ! Une mauvaise expérience pour moi.",2025-07-25T01:41:30.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
arthas,FR,2.0,3,"Commande d'un vélo à 500 euros le 12 juillet, livraison prévue le 17 juillet.Nous sommes le 24 juillet aucune nouvelle et au service client c'est limite si on nous raccroche pas au nez sans solutions.Livré le 29 juillet je modifie donc mon avis",2025-07-29T08:29:22.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
pascal fleury,FR,1.0,1,"Voici mon avis sur une prestation de décathlon qu’ils ont refusé de publier ??S’agissant d’une pompe électrique luvegoJe suis déçu par Décathlon1) Les frais de livraison sont très chers 7,99€ pour un article de 34,99€ aussi volumineux qu’un mug à café.Impossible de récupérer l’article en magasin.2) Pas de notice pour utiliser la pompe, mais juste un dessin du matérielDonc j’ai été contraint de trouver une vidéo (néerlandaise) sur internet, pour à peu près comprendre comment gonfler le matelas..En premier lieu,  il y a 2,embouts alors lequel utiliser?Ensuite il faut appuyer 2 fois rapidement sur le bouton du dessous de la pompe pour la  faire fonctionner.Mais c’est bien sûr, tellement évidement !!!!!",2025-07-23T19:00:38.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Mustapha Benziane,FR,17.0,1,"Ils ne publient que les avis qui les arrangent. Je laisse mon avis sur le produit Salt Caps là alors. Une pratique commerciale trompeuse.Très sousdosé en Sodium (perte principale d'électrolytes en transpirant) , pour un produit destiné à des efforts de +3h, je ne comprends pas comment vous faites votre ""recherche"". Je trouve la description très trompeuse.Pour évidence, regardez cette review, il y'en a plein d'autres:Veniamakis E, Kaplanis G, Voulgaris P, Nikolaidis PT. Effects of Sodium Intake on Health and Performance in Endurance and Ultra-Endurance Sports. International Journal of Environmental Research and Public Health. 2022; 19(6):3651.Je ne recommande absolument pas ce produit pour des efforts long, vos produits -3h sont mieux dosé (d'après les résultats dans la littérature scientifique) , la perte en Na beaucoup plus importantes que celle du K, je ne comprends absolument pas vos choix, je ne peux plus faire confiance à votre ""recherche"".",2025-07-22T15:15:00.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=4,2025-09-05 18:52:36.089690
Aliya Gassanova,,,1,,2025-09-04T19:24:16.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Micaela Santos,,,1,,2025-09-02T13:46:18.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
KOROGLU osman,,,1,,2025-08-20T15:45:51.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Nathalie,,,1,,2025-09-02T14:41:35.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Martine,FR,4.0,1,Livraison pas fiableProduit commandé le 16 juillet livraison prévue le 19 pour un cadeau !Toujours pas reçu à ce jour le 21 ! Trop tard nous ne pourrons récupérer cette commande!,2025-07-21T21:04:41.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Pascal-Pierre,FR,73.0,3,"Après les prix ronds en euros comme du temps du franc, Décathlon redécouvre les cents....hélas, ils ne connaissent que le 99 cents....alors que l'euro se divise en 100 cents....mais il y a un léger progrès mais je préfère d'autres enseignes.....que je trouve moins chères...",2025-07-21T13:04:16.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Thomas Audrain,FR,1.0,1,"Achat d’un bmx enfant en août 2024. Mon fils casse sa jante en juillet 2025. Décathlon n’est pas capable de fournir la pièce détachée essentielle et spécifique. Résultat, vélo inutilisable.Gestion des achats catastrophique, grosse déception.",2025-07-18T13:22:59.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Monsieur LAMBERT,FR,4.0,1,"Décathlon de Trignac (Loire atlantique) le pire décathlon de France.Mal reçu, demande peux à l'accueil car non affiché, réponse de l'employée :"" c'est pas affiché ? C'est pas affiché ??"" je lui dit non, j'attend toujour le prix de l'article.En caisse impossible d'avoir de l'aide pour activé mon bon de réduction de 10€.Il faut éviter à tout prix ce magasin aller plutôt à Nantes ou pornic.",2025-07-17T16:33:59.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Marie CHANAL,FR,1.0,1,"Location vélo Décathlon, très mauvaise expérience. J'essaye par tous les moyens de louer un vélo chez Décathlon, sur le papier tout semble simple mais en réalité, c'est mission impossible.En magasin, impossible d'aller au bout des démarches à cause de soucis informatiques et en ligne, malgré la confirmation de la location, rien ne se passe.Aucun retour du service client par mail et aucun numéro pour les contacter.Cliente depuis tjs chez Décathlon, je suis très déçue du peu de support et d'aide apporté.Conclusion, cela fait 2 semaines que j'essaye et je n'ai pas pu louer mon vélo...",2025-07-17T13:23:42.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Oboeuf,FR,2.0,1,"Nous avions vu une promo très intéressante sur un vélo électrique notamment le modèle neomouv allegria 2 avec une remise de 900 € ce qui nous a décidé à en commander 2 et là à commencer la galère, impossible de les faire livrer en magasin, le chef de rayon ne savait pas pourquoi malgré le stock disponible, nous les avons donc commandés en ligne le 7juilletavec son aide avec une livraison à domicile en payant les frais de livraison , le 12 juillet notre commande a été purement annulée sans explications,c’est inadmissible de la part d’une société comme décathlon…. d’autant que nous avions déplacé de l’argent pour cet achat assez conséquent, bravo pour la considération de la clientèle à une époque où l’indice qualité doit être au maximum c’est loin d’être le cas chez décathlon….",2025-07-17T11:23:17.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Valérie FOUQUE,FR,10.0,1,"J’ai commandé à plusieurs reprises via le site internet avec livraison à domicile.Il manque systématiquement des articles «plus disponible »Il serait bien que l’enseigne investisse dans un logiciel de gestion des stocks en temps réel.Certes, le remboursement intervient relativement vite mais quel temps de perdu !Dernière tentative d’achat : des chaussures de running ASICS. Dispo en ligne puis, 2 jours plus tard, remboursées car plus en stock 😡😡😡😡",2025-07-17T07:55:28.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Romain GHD,FR,4.0,1,"antivol de cadre 900 M ART2l'antivol est performant en revanche, les clés cassées ou perdues ne peuvent être refaites.Obligé de détruire l'antivol lors de la perte ou la casse et de le changer.avis refusé par décathlon....",2025-07-16T16:06:06.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Phil,FR,7.0,1,"Je viens récupérer un vélo de location, tout se passe bien. Je monte dessus une fois dehors : pneu sous gonflé. Je dois éviter un piéton : le guidon tourne mais pas la roue, j'ai failli prendre un mur. Pour finir, le guidon lui-même est mal serré et quand je freine il bouge sur son axe. Decathlon me donne un vélo non checké sur les points de sécurité Essentiel. Ça se dit pro ? Une plainte va être déposée pour mise en danger et non-respect des obligations de sécurité pour la mise a disposition d'un véhicule de location. CHANGEZ DE METIER",2025-07-16T14:17:56.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Lepere,FR,9.0,1,Nul ! Livraison toujours en attente...un short des chaussures pour aller dans l'eau et un maillot de bain ça n'est pas pour cet hiver !! Et aucun retour retour de Decathlon,2025-07-16T10:22:11.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
PYDA,FR,4.0,1,"Désormais, il est impossible d'effectuer un retour de produit depuis le compte client. On vous fait croire qu'un coupon ""retour"" sera envoyé par mail et qu'il faut patienter 48h.  Pas de mail, pas de coupon ou d'étiquette ""retour""... Après deux relances, toujours rien et on arrive très vite au délai de 30 jours (cgv). Client depuis la création de Decathlon, je vais probablement avoir ailleurs après avoir supprimé mes comptes et données personnelles.",2025-07-15T15:36:11.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Glumanda,FR,5.0,1,"Commande FR19227280191 – toujours pas rembourséJ’ai passé une commande en ligne (n° FR19227280191) expédiée le 18/06/2025. Peu après l'achat, je me suis rendu compte que la taille du produit n’était pas la bonne. J’ai alors contacté le service client par mail. Une conseillère m’a informé que, bien que je souhaitais annuler la commande, celle-ci avait déjà été livrée en point relais. Elle m’a précisé que si je ne la retirais pas, elle serait automatiquement renvoyée après le délai de garde (8 jours) et que je serais remboursé via le mode de paiement initial.Nous sommes aujourd’hui un mois plus tard, je n’ai jamais retiré le colis et pourtant, je n’ai toujours reçu aucun remboursement. De plus, je ne peux pas retourner le produit en magasin puisque je ne l’ai jamais eu en main. J’ai renvoyé plusieurs mails au service client mais je n’ai plus reçu de réponse. En revanche, je continue de recevoir des messages me demandant de donner mon avis sur mon expérience… ce que je fais aujourd’hui.Je suis très déçu par ce manque de suivi et d’assistance. J’espère obtenir une réponse rapidement et surtout, le remboursement dû.",2025-07-15T14:24:18.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Alain Dupin,FR,1.0,3,"Livraison rapide, par contre matériel cassé à l'intérieur et pourtant très bien protégé donc le produit à obligatoirement été cassé avant conditionnement par contre il fonctionne mais Pas acceptable de la part d'une entreprise comme Decathlon. Client perdu.",2025-07-15T13:46:14.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Brigitte Buhagiar,FR,10.0,1,j'ai voulu utiliser 2 cartes prépayées pour décatlon pour payer une partie de mes courses la première est passée mais pour la seconde le caissier m'a dit qu'il n'arrivait pas à l'utiliser donc j'ai réglé le complément sauf que je me suis aperçu quand réalité les deux cartes avaient été débitées donc la première il l'a bien passé et la deuxième comme il avait le code il a du l'utiliser puisque llorque je vais sur le site qui me l'a délivrée elle a été utilisée,2025-07-14T17:50:20.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Christophe Lafaille,FR,21.0,2,"Commande sur le site Decathlon – délais de livraison bien trop longs !J’ai commandé deux bermudas le 3 juillet sur le site Decathlon, car les coloris que je voulais n’étaient pas disponibles en magasin (Nice TNL). L’offre en ligne était intéressante en prenant deux articles, donc je me lance. Je choisis la livraison en magasin, pensant que ce serait plus simple.Mais nous sommes aujourd’hui le 14 juillet, et toujours rien reçu ! Plus de 10 jours d’attente pour une commande en ligne, alors que la majorité des sites proposent des livraisons en 48h, voire moins… C’est vraiment décevant en 2025.Le pire ? C’est qu’on ne m’a même pas informé d’un éventuel retard, ni proposé un geste commercial. Je m’attends à un “nous sommes désolés, c’est la période estivale, etc.” – mais dans ce cas, prévenez vos clients !Bref, si vous commandez sur le site Decathlon, ne soyez pas pressés… ou alors, priez pour que le magasin ait tout en stock, car le service en ligne, c’est pas Speedy Gonzales, c’est plutôt “à 2 à l’heure”.",2025-07-14T12:21:08.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Riff,FR,12.0,1,"1ère commande sur le site de maillots de bain. Trop petits . Je les renvoie le lendemain de la réception le 20/06 pour être remboursée. J’ai la preuve de la Poste que le colis a été livré avec signature le 23/06 et depuis rien de remboursé, aucun moyen de les joindre, aucun mail de leur part. Je ne commanderais plus rien chez eux. Une honte",2025-07-12T21:43:03.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Clément Lefèvre,FR,1.0,3,Le vélo est très stable et parfait pour les débutants. Le montage a pris environ 1 heure avec l'aide des instructions en ligne. Seul bémol : les freins nécessitent un réglage minutieux après l'assemblage.,2025-07-11T09:37:29.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Philippe HONORE,FR,3.0,1,"tente achetée il y a trois ans, comme  toutes les années nous montons  cette tente de camping pour les enfants. À notre grande surprise  le double toit c'est C'est complètement déchiré au montage. Il était complètement cuit par le soleil le mauvais temps sans doute donc vous savait vous en tenir.il faut dire aussi que vu la finesse du  matériau je ne suis absolument pas surpris.  où sont les tentes de coton d'antan.",2025-07-10T20:14:59.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
jmp,FR,21.0,1,"Impossible d imprimer l étiquette  retour et voici le message que je recois :Aucune expédition livrée sur cette commande.Il est donc impossible de faire valoir son retrait de 15 jours je ne serais donc jamais remboursé.J ai posté un avis sur leur site sauf qu' il ne prenne pas en compte les avis négatifs.Comment voulez vous vous améliorer si vous ne prenez pas en compte tous les avis.Le model de plateau n est pas le bon et j ai l impression d une contre façon car l emballage n est pas comme celui d origine de la marque Shimano.Plus jamais j achète chez eux.Apres quelques jours décathlon me demande une deuxième fois comment c est passé mon achat lol.Je donne mon avis et voici ce que je recois .Votre avis n'a pas été acceptéBonjour Jean Marc,Merci d’avoir pris le temps de partager votre avis. Celui-ci ne répond pas aux conditions ci-dessous, il ne pourra donc pas être publié.Si vous le souhaitez, vous pouvez le modifier.Decathlon n assume même pas en gros il serait bien que je mette un bon avis même si tout c est très mal passé trop fort.",2025-08-07T09:13:58.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
Toine Gco,FR,2.0,1,Décathlon refuse les avis .... négatifs ....,2025-07-10T12:30:09.000Z,https://fr.trustpilot.com/review/www.decathlon.fr?page=5,2025-09-05 18:52:47.923607
